entity,left,right,log_ratio
migrationweb webhosting,1,1,0
robert hussein,1,1,0
radio free europe,1,1,0
bonjour lou,1,1,0
jlcfamily,1,1,0
olivier grondeau,1,1,0
ذكـوري وظلـم,1,1,0
menton,8,8,0
carrefour city,1,1,0
guido,1,1,0
maxime lesobre,1,1,0
🌐📈 marketingdigital,1,1,0
austro-hongrois,1,1,0
van gogh,3,3,0
kellie harrington,1,1,0
al-an’am,1,1,0
charles onana,1,1,0
république serbe de bosnie,1,1,0
oof,1,1,0
bolton,1,1,0
pouchkine,1,1,0
alain minc,4,4,0
prof,1,1,0
presidenttrump,1,1,0
bernard-henri lévy,2,2,0
seo contentmarketing,1,1,0
dietrich bonhoeffer,1,1,0
moët hennessy,1,1,0
france-maroc,2,2,0
dpd,1,1,0
ryan reynolds,1,1,0
messiah,2,2,0
graham,1,1,0
dupont aignant,1,1,0
kamoulox,2,2,0
jean-claude,1,1,0
yaoundé,1,1,0
hello t’as,1,1,0
joly,1,1,0
🤪🤪,1,1,0
vive la kabylie,1,1,0
rené,2,2,0
elsa bois,1,1,0
amélia,1,1,0
escroc de france2,1,1,0
barakallah fikoom,1,1,0
castro,2,2,0
carcassonne,5,5,0
php,2,2,0
rn 😏,1,1,0
marie france,1,1,0
nonnnnnnnnn nonnnnnnn,1,1,0
schwarzenegger,1,1,0
la city,1,1,0
def,1,1,0
☹️,8,8,0
stéphane courtois,1,1,0
territoire de belfort,2,2,0
🗣️ c’,1,1,0
hahaha,11,11,0
robert doisneau,2,2,0
coup d'etat,3,3,0
pont valentré,1,1,0
emmanuel navon,1,1,0
sainte marie,1,1,0
darar wa,1,1,0
mme hildalgo,1,1,0
dnipro,1,1,0
benedicte de perthuis,1,1,0
guerre d’algerie,1,1,0
made in china,2,2,0
george eddy,1,1,0
walah,1,1,0
manipulations,1,1,0
rublev,1,1,0
delaware,1,1,0
la mosquée,1,1,0
stora,1,1,0
🤑🤑,3,3,0
kharkiv,4,4,0
🍾🍾,1,1,0
num,3,3,0
dorian gray,1,1,0
fénelon,1,1,0
riyad mahrez,1,1,0
allez hop hop,1,1,0
macron &amp,3,3,0
aveyron,7,7,0
david guetta,1,1,0
low-iq,1,1,0
saint-nicolas,1,1,0
alexandra henrrion,1,1,0
nancy pelosi,1,1,0
tribunal administratif de lille,1,1,0
bouygue,1,1,0
berthelot,1,1,0
manège,1,1,0
arieh,1,1,0
charo,1,1,0
👍🏽,1,1,0
front 😂😂😂😂,1,1,0
plenel,3,3,0
les gars ça,1,1,0
love,1,1,0
hypocrite,2,2,0
nouadhibou,1,1,0
☝🏽,1,1,0
banque nationale suisse,1,1,0
condé-sur-sarthe,1,1,0
madame rousseau,3,3,0
tristan,1,1,0
ceylan,1,1,0
lcl,1,1,0
maitre gims,1,1,0
e lévy,1,1,0
bravo hidalgo,1,1,0
lévy,1,1,0
drag queen,1,1,0
macaron,2,2,0
anp,1,1,0
yoann usai,1,1,0
neonazis,2,2,0
kazakhstan,2,2,0
merci jodie,1,1,0
oh ça,1,1,0
liberia,2,2,0
sonic,1,1,0
charles gerard,1,1,0
francis cabrel,1,1,0
bfc,2,2,0
coupe d'espagne,1,1,0
gio,1,1,0
éric trappier,1,1,0
madame la présidente,2,2,0
nonnnn,2,2,0
fo,9,9,0
hmar,1,1,0
intelligenceartificielle,1,1,0
yael braun pivet,5,5,0
delormeau,3,3,0
brigittemacron,2,2,0
bardet,1,1,0
deauville,2,2,0
sbu,2,2,0
😱😰,1,1,0
ad-dusuqi al-maliki,1,1,0
taxe,1,1,0
qatar,65,65,0
naïm,1,1,0
sébastien chenu,1,1,0
michel-édouard leclerc,1,1,0
rn bardella,1,1,0
🤤🤤,1,1,0
marine ok,1,1,0
ولا يجوز,1,1,0
sg,7,7,0
gettr,1,1,0
️l’union européenne,1,1,0
louhansk,1,1,0
annie ernaux,1,1,0
trankilou,1,1,0
tribunal de melun,1,1,0
olympicgamesparis2024,1,1,0
super nathalie,1,1,0
julien lepers,1,1,0
prk tu,1,1,0
ariel sharon,1,1,0
soumy,3,3,0
​​de,1,1,0
france -,2,2,0
🙏🏻🙏🏻🙏🏻🙏🏻,1,1,0
madame panot,2,2,0
🌠,1,1,0
eclipse,2,2,0
roi de france,3,3,0
adriana,1,1,0
ak,1,1,0
tl,1,1,0
mathilda,1,1,0
bonjour louis,1,1,0
wouaou,1,1,0
roger waters,1,1,0
ça me dérange,1,1,0
dimitri pavlenko,2,2,0
😉🤬,1,1,0
lunatic,1,1,0
bruno patino,1,1,0
tifo,1,1,0
💳,1,1,0
statue de la liberté,2,2,0
ps c rien,1,1,0
merci hugo,1,1,0
geox,1,1,0
marketingémotionnel françaisedunumérique,1,1,0
heil hitler,1,1,0
google lens,1,1,0
ope,1,1,0
autriche 🇦🇹,1,1,0
félix antoine tshisekedi,1,1,0
coppé,1,1,0
eh manu t as,1,1,0
prcq c,1,1,0
fred hermel,1,1,0
ardéchois,1,1,0
melencho,1,1,0
🤡 ça,2,2,0
النَّارِ,1,1,0
bill watterson,1,1,0
multicondamné,1,1,0
schengen,10,10,0
israëliens,2,2,0
saint-loup,2,2,0
yasuke,1,1,0
v10,1,1,0
bouvard,1,1,0
mrs,1,1,0
valls &amp,1,1,0
c.,1,1,0
philip roth,1,1,0
luciferien,1,1,0
franco-tunisienne,1,1,0
stefan zweig,1,1,0
fdp 😡,1,1,0
gaming,2,2,0
némésis,1,1,0
joseph macé-scaron,1,1,0
place de république,1,1,0
mexico 86,1,1,0
starlink - c’,1,1,0
ventura,1,1,0
jean michel blanquer,1,1,0
madame !!!!,1,1,0
😎🤣,1,1,0
🎶🎶🎶,2,2,0
sciences po paris,1,1,0
bzh,1,1,0
malo,1,1,0
claude lelouch 🎭,1,1,0
etienne chouard,1,1,0
cour d’appel de paris,1,1,0
sorel,1,1,0
michel yakovleff,1,1,0
hbo,1,1,0
mr jardin,1,1,0
cette guerre,1,1,0
merci kylian,1,1,0
alibaba,1,1,0
🤑😅,1,1,0
ue pr,1,1,0
didier paix,1,1,0
ouuff,1,1,0
niemen,1,1,0
université de lille,1,1,0
pécresse,6,6,0
greenwash,1,1,0
ethan,1,1,0
orbán,3,3,0
jack le fou,1,1,0
pffffffff,1,1,0
velars-sur-ouche,1,1,0
mohamed vi,1,1,0
rn😂,1,1,0
bah y’,1,1,0
célérusse,1,1,0
léon !,1,1,0
jacques bainville,1,1,0
grand-combe,1,1,0
katerine,1,1,0
madeleine,1,1,0
ولا حقها,1,1,0
🇩🇪,6,6,0
m*cron,1,1,0
ssr,1,1,0
😱😂😂,1,1,0
amap,1,1,0
carlos santana,1,1,0
romilly-sur-seine,1,1,0
franz-olivier giesbert,1,1,0
boualem sansal !,1,1,0
jean carmet,1,1,0
mathilde,6,6,0
hugues,1,1,0
ext,1,1,0
zeus,5,5,0
souchon,1,1,0
gulli,2,2,0
hanouna !!!,1,1,0
🤡 🤡,1,1,0
france info !,1,1,0
rameau,1,1,0
rita mitsouko,1,1,0
jean messiah,2,2,0
le brun,1,1,0
sam le pompier,1,1,0
bravo monsieur !,4,4,0
batard,1,1,0
guerres d’indochine,1,1,0
johnny,3,3,0
next step,1,1,0
😁👍,1,1,0
trump 🤣,1,1,0
livre guinness des records,1,1,0
sieg heil,1,1,0
foutriquet 1 er,1,1,0
payan,1,1,0
coupe de la ligue,1,1,0
roussel !,1,1,0
melloni,1,1,0
lénie,1,1,0
u.e c’,1,1,0
mo,1,1,0
échirolles,2,2,0
boulard,1,1,0
pierre richard,1,1,0
cardinal aveline,1,1,0
qatargate,1,1,0
mec,1,1,0
papa biden,1,1,0
aquababe,1,1,0
google search console !,1,1,0
france &amp,2,2,0
disparaitrez,1,1,0
spielberg,3,3,0
10ans,1,1,0
cdi,1,1,0
lydie,1,1,0
algérie 🇩,1,1,0
ouf 🤣,1,1,0
deepseek,4,4,0
états-unis d’amérique,1,1,0
vf,1,1,0
pont de kertch,1,1,0
ça génial !,1,1,0
watch,1,1,0
yes!,2,2,0
hélas !,1,1,0
coppola,1,1,0
haut-rhin,3,3,0
pire c,1,1,0
😀😀,2,2,0
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1,1,0
you suxx bro,1,1,0
wikipédia,6,6,0
🥛,1,1,0
ligue 2,1,1,0
alice cordier,4,4,0
harold,1,1,0
😉👍,3,3,0
marc-aurèle,1,1,0
😉 allez,1,1,0
norman finkelstein,1,1,0
france 😭,1,1,0
nnnnn,1,1,0
pernelle richardot,1,1,0
starterpack,2,2,0
édouard louis,2,2,0
aix-en-provence,6,6,0
polcan,1,1,0
république laïque,3,3,0
vigan,1,1,0
desservez,1,1,0
brigitte n,1,1,0
mamie vapote,1,1,0
mon paquet de malbok !!,1,1,0
segatori,1,1,0
padoue,1,1,0
palomba,1,1,0
aulieu,1,1,0
castaner,1,1,0
silicon valley,4,4,0
basilique saint-pierre,4,4,0
starmania,1,1,0
onana,1,1,0
presko,1,1,0
cé,1,1,0
nn c,2,2,0
😂😂😂😂😂😂😂😂😂😂,1,1,0
claude,18,18,0
stéphanie,2,2,0
pascalpraud,1,1,0
fraeco frasco,1,1,0
benoit xvi,2,2,0
miss monde,1,1,0
bertin,1,1,0
tromper,1,1,0
js,1,1,0
chauray,1,1,0
université de zurich,1,1,0
👵,4,4,0
charpennes,1,1,0
rybakina,1,1,0
kafka,5,5,0
gradignan,1,1,0
hauts-de-france,4,4,0
michel legrand,1,1,0
francaisedunum,1,1,0
superphenix,1,1,0
michel magne 🎭 lino ventura,1,1,0
pasolini,2,2,0
afc,4,4,0
altiligériens,1,1,0
pays du mercosur,2,2,0
xx co co,1,1,0
6ᵉ,1,1,0
monsieur barrot,1,1,0
ho!!! oui je suis d'accord,1,1,0
mer méditerranée,2,2,0
alexandre loukachenko,1,1,0
cologne,2,2,0
sébastien beraud,3,3,0
notredame,3,3,0
tristan berteloot,1,1,0
jmlp l’était,1,1,0
panama,4,4,0
sardaigne,1,1,0
gerber 🤮🤮🤮,1,1,0
deeplearning ia,1,1,0
merci gilles,1,1,0
île 😉,1,1,0
jean pierre darroussin,1,1,0
province france,1,1,0
malhuret,1,1,0
👌🙏,1,1,0
tssssss,1,1,0
tallinn,1,1,0
gdr,2,2,0
g. attal,2,2,0
👿,1,1,0
la haute-marne,2,2,0
9/13,1,1,0
émilie dequenne,1,1,0
g30,1,1,0
hello ça,1,1,0
paul doumer,1,1,0
claire maurier,1,1,0
jean noël barrot,1,1,0
nicolassarkozy,1,1,0
megabassines,1,1,0
ducs de bretagne,1,1,0
raised in compton,1,1,0
lgv,4,4,0
souverainetech092024,1,1,0
bafouez,1,1,0
ikea,1,1,0
jack,1,1,0
bastié,1,1,0
gaël,1,1,0
🥰😘😘,1,1,0
jean rené,1,1,0
🤣 ok,1,1,0
artaud,1,1,0
acre,1,1,0
shop,1,1,0
bhl,38,38,0
lech walesa,1,1,0
eric,22,22,0
zemmour !,1,1,0
grosse merde,1,1,0
bismillah,2,2,0
la perche,1,1,0
thessalonique,1,1,0
shiri,4,4,0
gta vi,1,1,0
arbeit macht,2,2,0
rainer-maria rilke,1,1,0
upr tv,1,1,0
finistère,13,13,0
mym,1,1,0
parano,1,1,0
avicenne,1,1,0
thunberg,1,1,0
thoreau,1,1,0
union européenne 🇪🇺,2,2,0
ca tu,2,2,0
represaille,1,1,0
paul mccartney,1,1,0
messe de pâques,3,3,0
castex,3,3,0
🧀,4,4,0
dubäikaka jlcfamily,1,1,0
fast &amp,1,1,0
bravo 🎊,1,1,0
st pierre,10,10,0
tour c,1,1,0
🏻c’,1,1,0
tenez,1,1,0
brigitte simonetta,1,1,0
andrew wakefield,1,1,0
hubert montenot,1,1,0
cqfd!!,1,1,0
sie,1,1,0
alcoolique,1,1,0
mdr !,1,1,0
😤😡,5,5,0
ça t,1,1,0
bonjour didier,1,1,0
qu´il,1,1,0
el mundo,1,1,0
😡 macron,1,1,0
lfi nouveaufrontpopulaire,1,1,0
gretz,1,1,0
suisse 🇨🇭,1,1,0
ouday al-roubei,1,1,0
joli,2,2,0
mahmoud khalil,1,1,0
oui ça,3,3,0
tfacon,1,1,0
saint-germain-en-laye,2,2,0
bye,2,2,0
claude dartoit,1,1,0
yehoshoua,1,1,0
calogero,2,2,0
kerala,1,1,0
🫵🏻,2,2,0
amboise,1,1,0
good job,1,1,0
étiez,1,1,0
la 🇵🇸,1,1,0
العداء,1,1,0
bravo cher,1,1,0
telerama,1,1,0
palestinelibre,1,1,0
aston vila,1,1,0
yonne,2,2,0
josep borrell,1,1,0
la sarthe,1,1,0
ocde,7,7,0
génocide des palestiniens,4,4,0
bnp,1,1,0
francaise,1,1,0
inès reg,1,1,0
canton de vaud,1,1,0
balladur,1,1,0
😸😸😸,1,1,0
petroperú,1,1,0
gérard filoche,2,2,0
yann le pen,1,1,0
tom hardy,1,1,0
lucide,1,1,0
yad vashem,1,1,0
olaizola,1,1,0
ue 🤡,1,1,0
harry potter,4,4,0
ggrmc,1,1,0
rog captainamerica,1,1,0
c8 hanouna,1,1,0
wii u,2,2,0
big,1,1,0
dictature marinelepen,1,1,0
iii reich,1,1,0
sfc,2,2,0
lilly,1,1,0
basilique notre-dame de fourvière,1,1,0
tregor,1,1,0
reagan,1,1,0
julie,2,2,0
france tv,16,16,0
citroen,1,1,0
bordeaux-mérignac,1,1,0
hutter,1,1,0
😉😇,1,1,0
bellany,1,1,0
restauration,1,1,0
ahmed al-charaa,2,2,0
james baker,1,1,0
micoud,1,1,0
merci 😀,1,1,0
deeptech,1,1,0
sarah c’,1,1,0
فهمنا الحاكم الزوجه,1,1,0
raquel,1,1,0
olivia maurel,1,1,0
marseille psg nice,1,1,0
🥰🥰🥰🥰,1,1,0
cargill,1,1,0
roger romani,1,1,0
luchino visconti 🕴,1,1,0
io,2,2,0
gow,1,1,0
winamax,1,1,0
pierre le grand,1,1,0
lea salamé,1,1,0
mme joron,1,1,0
thelastofus,1,1,0
béarnais,2,2,0
shaq,1,1,0
la fayette,2,2,0
vge,2,2,0
andré dussollier,1,1,0
bravo bienvenue,1,1,0
bavière,3,3,0
fontaines-les-sèches,1,1,0
état de new york,1,1,0
louis arnaud,1,1,0
wuhan,12,12,0
oranges,1,1,0
sens,1,1,0
université nationale an-najah,1,1,0
🐙,1,1,0
️cnews,1,1,0
bessarabie,1,1,0
🌨️,1,1,0
jean-jacques rousseau,2,2,0
eurovision2025,1,1,0
état unis,1,1,0
bloch,1,1,0
🇫🇷🇻🇦,1,1,0
bob iger,1,1,0
rn 😤,1,1,0
nushuz,1,1,0
sainte-geneviève,1,1,0
claire severac,1,1,0
ls mondialistesdoiventsupprimerle toutgratuitpretrangers,1,1,0
zélinski,1,1,0
clowns tristes,1,1,0
laurent fabius,2,2,0
gladiator,1,1,0
denis rancourt,1,1,0
waffenss,1,1,0
boualem sansal français,1,1,0
saint-lô,1,1,0
plateau de bfmtv,1,1,0
tanpis,1,1,0
monde rigole de gaza,1,1,0
assembléenationale braunpivet,1,1,0
c.a,1,1,0
paltoquet,1,1,0
bernard blier,1,1,0
x3 !!,1,1,0
r1,2,2,0
raoul villain,1,1,0
proche-orient,1,1,0
gamer,1,1,0
capitaine flam,1,1,0
rothen,1,1,0
lily,3,3,0
maia sandu,1,1,0
allemagne nazie,14,14,0
apolline,2,2,0
pierre laigle,1,1,0
freedom,1,1,0
russie europe,1,1,0
you,1,1,0
accords d'oslo,1,1,0
forrest gump,1,1,0
mosquée al-aqsa,1,1,0
deutsche welle,1,1,0
cher nicolas,1,1,0
laponie,2,2,0
🤡🤡🤡🤡🤡,3,3,0
palestine 🇵🇸 !,1,1,0
💐🍀🏵️🌹🫶,1,1,0
marlon brando,1,1,0
think tanks,1,1,0
papa maman,1,1,0
mattéo,1,1,0
amiens,13,13,0
états unis 🇺🇸,1,1,0
"tiens, ça",2,2,0
mike yeadon,1,1,0
al-jazeera,1,1,0
bravo macron,1,1,0
karine lacombe,1,1,0
joker,1,1,0
vouvoyez,1,1,0
seriee,1,1,0
😉🙂,1,1,0
assia,1,1,0
berrichonne,1,1,0
hayek,1,1,0
drumont,1,1,0
mf,1,1,0
mr ruffin,1,1,0
magouille,2,2,0
tapin,1,1,0
chaîne yt,1,1,0
martin aurell,1,1,0
flambys,1,1,0
de belgique,1,1,0
royaume-unis,1,1,0
🤣🤣🤣😭,1,1,0
merde ça,1,1,0
apologète,1,1,0
raqqa,1,1,0
⬇️⬇️,3,3,0
dossier,1,1,0
🔃,1,1,0
bukhari,1,1,0
donkey kong,1,1,0
gilles keppel,1,1,0
ptb,1,1,0
gitmo jd,1,1,0
harris,16,16,0
owen,4,4,0
sharon,1,1,0
hallucinant,1,1,0
king kong,1,1,0
université paris 1 panthéon-sorbonne,1,1,0
euralille,1,1,0
l214,6,6,0
ketama,1,1,0
police nationale,1,1,0
theodor herzl,2,2,0
🤷🏻,4,4,0
orwell 1984,1,1,0
🐆,1,1,0
frecxit!!!!!,1,1,0
angola,4,4,0
maroc 🇲🇦 !,1,1,0
•délinquance,1,1,0
shari’,2,2,0
st etienne,1,1,0
antimusulman,1,1,0
michèle,1,1,0
thierry mariani,2,2,0
bohême,1,1,0
macronnard,1,1,0
lula,2,2,0
valérie,4,4,0
💊,1,1,0
truffaut,2,2,0
pays,1,1,0
bfm marseille,1,1,0
bizz julie dals,1,1,0
alhamdulillah,1,1,0
adresse mail stephaniesavignat477.com,1,1,0
👍💯,1,1,0
michel serres,1,1,0
sud-africains,1,1,0
nannn,1,1,0
zazi,1,1,0
ca 😉,1,1,0
mont-saint-michel,2,2,0
vai,1,1,0
😂😂🙏,1,1,0
lgts,1,1,0
agnès pannier-runacher,4,4,0
marie curie,2,2,0
💩🤮🤡,1,1,0
pierre bellemare,1,1,0
de besançon,3,3,0
klein,1,1,0
google street view,1,1,0
marjane satrapi,1,1,0
mc kinsley,1,1,0
sp500,1,1,0
chicago boy,1,1,0
jim carrey,1,1,0
ca vs,1,1,0
paris -,1,1,0
boostee,1,1,0
marielle,1,1,0
idees,1,1,0
creil,2,2,0
friedman,1,1,0
pays baltes,1,1,0
tarja halonen,1,1,0
robert kennedy jr,3,3,0
maliens,3,3,0
maisons-alfort,1,1,0
kes,1,1,0
ppl,1,1,0
cgt!,1,1,0
bryan,3,3,0
conférence de munich,1,1,0
gilles saulgeot,2,2,0
sivos,2,2,0
éliane lépine,2,2,0
flaubert,3,3,0
asie mineure,1,1,0
waserman,1,1,0
‼️et,1,1,0
sahnun al-maliki,1,1,0
al-muhalla,1,1,0
pininfarina,1,1,0
nazillon,1,1,0
dr ardis,1,1,0
rokhaya diallo,1,1,0
fast checker,1,1,0
alexis lévrier,1,1,0
😂😂😂😂😂😂😂,3,3,0
peyrol,1,1,0
philippe v,1,1,0
😁😉,1,1,0
france !!!!!,1,1,0
mme meloni,2,2,0
barbara stiegler,1,1,0
neu neu,1,1,0
st ouen actualités,1,1,0
oust,5,5,0
jean yves,1,1,0
thérèse,1,1,0
bon ben,1,1,0
acc,1,1,0
saint georges,1,1,0
mmm,1,1,0
🇱🇹,1,1,0
procès ue - van der leyen,1,1,0
milei,1,1,0
🕊️ un vent de renouveau souffle,1,1,0
javier milei,11,11,0
capdenac,2,2,0
mp :),1,1,0
bravo les gars,1,1,0
marey-sur-tille,1,1,0
miles davis,1,1,0
bringthemhomenow,1,1,0
🙋‍♂️ ce n'est pas tout le monde,1,1,0
👉🏻👈🏻,1,1,0
brics2024,1,1,0
bon week-end,1,1,0
🤡 c,1,1,0
️♥️♥️,1,1,0
bravo stanislas tu es,1,1,0
affaire bayrou,1,1,0
eh ben oui c',1,1,0
lord of war,1,1,0
americana,1,1,0
bertille bayart,1,1,0
lamargelle,2,2,0
moise,1,1,0
bernabéu,1,1,0
harmattan,1,1,0
lyon - rennes,1,1,0
rama yade,1,1,0
goa,1,1,0
samar abu elouf,1,1,0
m. martin,1,1,0
ps2,1,1,0
ado,5,5,0
artagnan,1,1,0
statista,1,1,0
jordan florentin,2,2,0
mont saint-michel,1,1,0
michal cotler-wunsh,1,1,0
😱🤢🤮,1,1,0
bérénice,1,1,0
grandissez,1,1,0
mickael youn,1,1,0
att,1,1,0
dortmund,2,2,0
rené guénon,1,1,0
gisele,1,1,0
jean louis debré,1,1,0
bepc,1,1,0
decheance,1,1,0
maire de cannes,1,1,0
jamaistravaillé&amp;cotiséenfrqui coûtentdesmrdsauxfrqu’,1,1,0
m. melenchon,1,1,0
vietnamiens,1,1,0
bernard squarcini,1,1,0
fregosi,1,1,0
bappe,1,1,0
jacques de loisy,1,1,0
vassindou,1,1,0
🤭,4,4,0
comte de,2,2,0
19ᵉ arrondissement de paris,1,1,0
wllh,1,1,0
midi-pyrénées,1,1,0
léo lagrange,1,1,0
aly diouara,1,1,0
amsterdamattack,1,1,0
jerome guedj,2,2,0
marine française,1,1,0
melania,3,3,0
british,1,1,0
😜😜,1,1,0
montélimar,1,1,0
-la chine,1,1,0
sevran,1,1,0
claire séverac,2,2,0
cahuzac,13,13,0
guerre algérie,1,1,0
🙉🙊,2,2,0
😉 !,1,1,0
eden,1,1,0
😮‍💨🙄,1,1,0
allemand friedrich merz,1,1,0
écolo grégory doucet,1,1,0
munichois,1,1,0
pink floyd,2,2,0
🤝👇,1,1,0
madame!,1,1,0
dvd,1,1,0
pascal theïs,2,2,0
الاسلامي,1,1,0
bachar el assad,1,1,0
paix ✌️,1,1,0
bas-rhin,7,7,0
🙏🎶,1,1,0
aldi,2,2,0
👏🏽👏🏽👏🏽,1,1,0
kine,1,1,0
ifi,1,1,0
rouget de lisle,1,1,0
solann,1,1,0
crédit social,1,1,0
tanzanie 🇹🇿,1,1,0
الا,1,1,0
balai,1,1,0
tocsin,1,1,0
grands,1,1,0
mémoire,1,1,0
😎🔥,1,1,0
is,2,2,0
•il,2,2,0
😝😝😝,2,2,0
super !,1,1,0
blueskye,1,1,0
🙏😊,1,1,0
puy de dôme,2,2,0
asma,1,1,0
bataille de poitiers,1,1,0
mouzon,1,1,0
thefrenchitch,1,1,0
franconville,1,1,0
poulin,1,1,0
doucet,1,1,0
routourne,1,1,0
▪,4,4,0
bha ouais,1,1,0
surreprésentations,1,1,0
pays france,1,1,0
réémigrer,1,1,0
platini,1,1,0
château de courban,1,1,0
bollywood,1,1,0
vivreensemble,1,1,0
adobe,1,1,0
region,1,1,0
titan,1,1,0
! 🔥🔥 nicolasement,1,1,0
m. netanyahou,1,1,0
charles vii,1,1,0
وَأُدْخِلَ,1,1,0
dick,1,1,0
docker tech innovation,1,1,0
conclusion,3,3,0
heidegger,1,1,0
morrowind,1,1,0
yann moix,3,3,0
soraya,1,1,0
omc,7,7,0
richard gasquet,1,1,0
andrésy,1,1,0
🕊️🙏,1,1,0
-orient,1,1,0
socayna,1,1,0
le point,2,2,0
nangaa,1,1,0
antoine griezmann,1,1,0
👉🏻,3,3,0
wii,1,1,0
😂😂😂😂😂 c’,1,1,0
thatcher,1,1,0
golmons,7,7,0
halloin,1,1,0
prix nobel de physique,1,1,0
mail stephaniesavignat477.com,3,3,0
hahahahah,1,1,0
eaubonne,1,1,0
rn mdr,1,1,0
chisinau,1,1,0
baltimore,1,1,0
bfi,1,1,0
cdiscount,1,1,0
carl jung,1,1,0
francis poulenc,1,1,0
hein!,2,2,0
philippe guillemant,2,2,0
saint-exupéry,2,2,0
️votre,1,1,0
assemblée générale de la c.a.v.b,1,1,0
normal ça,2,2,0
zélande,1,1,0
wtc7,1,1,0
fdj,1,1,0
cédric klapisch,1,1,0
marche aux flambeaux,1,1,0
paxton,1,1,0
giorgia,3,3,0
dame nature,1,1,0
hamant,1,1,0
new delhi,2,2,0
tiktok !,1,1,0
iam,3,3,0
patrick &amp,1,1,0
berbères,5,5,0
insupportable,1,1,0
peta,1,1,0
st cyr,1,1,0
🤡🤷‍♂️,1,1,0
🕊️ force,1,1,0
chris,6,6,0
nicolas bay,1,1,0
sébastien lecornu,3,3,0
etron,1,1,0
bon c,1,1,0
andalousie,1,1,0
princeton,1,1,0
@,3,3,0
caucase,3,3,0
saint just,1,1,0
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,1,0
cluster 17,1,1,0
luftwaffe,1,1,0
will smith,1,1,0
16ans,1,1,0
doua,1,1,0
tulsi gabbard,1,1,0
états-nations,2,2,0
ahou daryaei,1,1,0
🙄😉,1,1,0
2/7,1,1,0
leeds,1,1,0
doom,1,1,0
flavio,1,1,0
université columbia,2,2,0
shit c,1,1,0
bordel marthilde,1,1,0
jalibert,1,1,0
jean jouzel,1,1,0
evars,1,1,0
montsoult,1,1,0
anne alvaro,1,1,0
coquins,1,1,0
snapchat,4,4,0
loire,23,23,0
bouches-du-rhône,10,10,0
neranyaou,1,1,0
bah oui c',3,3,0
ricains,11,11,0
maréchal petain,1,1,0
alstom,8,8,0
gene hackman,2,2,0
cour d'appel de bordeaux,1,1,0
baygon vert,1,1,0
wladimir yorfanoff,1,1,0
jeanne de,1,1,0
r,1,1,0
mme hamass,1,1,0
lycée stanislas,1,1,0
lé,1,1,0
montlaur,1,1,0
figaro vox,1,1,0
areva,1,1,0
benabar,1,1,0
fiodor dostoïevski,1,1,0
adolphe,2,2,0
🫣🫣🫣🫣,1,1,0
france 😂,2,2,0
géraldine maillet,1,1,0
st piat,1,1,0
nicole belloubet,1,1,0
hubert brigand,1,1,0
pierre mauroy,1,1,0
alfortville,1,1,0
auvergne-rhône-alpes,1,1,0
pedoland,3,3,0
:-(,1,1,0
caroline de haas,2,2,0
ان,7,7,0
pagny vianney,1,1,0
▶️,1,1,0
benoît saint denis,1,1,0
gabriel montpied,1,1,0
ma guinness,1,1,0
hawaï,3,3,0
isak,1,1,0
algérie 😂😂😂,1,1,0
msixstalker2,1,1,0
ibrahim,1,1,0
bfv,1,1,0
crimee,1,1,0
jm,5,5,0
gangrènee,1,1,0
nuc,1,1,0
poissy,2,2,0
titanic,10,10,0
👨‍💻🔄 nos partenaires &amp,1,1,0
mme lepen,1,1,0
enrico ❤️ on t’aime éternellement,2,2,0
strasbourgeois,1,1,0
lgbtphobes,1,1,0
😇😉,1,1,0
rayane ben saïd,1,1,0
voi,1,1,0
katy perry,2,2,0
marcello,1,1,0
côte-d'or,2,2,0
fév,1,1,0
🧶⤵️,1,1,0
- alexandre cuignache,1,1,0
zemmour c’,1,1,0
bravo au monsieur,1,1,0
hoo,1,1,0
bonjour mickaël,1,1,0
tarot,1,1,0
renault 5,1,1,0
l’otan,1,1,0
substack,2,2,0
ps pcf eelv,1,1,0
nayib bukele président,1,1,0
marine !,2,2,0
.on,1,1,0
deporté,1,1,0
algérie - le salon beige,1,1,0
minables,4,4,0
ha ben,1,1,0
myrtille,1,1,0
𝗟𝗲,1,1,0
yoon suk yeol,1,1,0
radouan kourak,1,1,0
يضرب زوجته و يستقوي عليها بهذا الشكل,1,1,0
kobz,1,1,0
bruno guillon,2,2,0
trinité-sur-mer,1,1,0
daniel arasse,2,2,0
13e arrondissement de paris,2,2,0
mai68,1,1,0
navy,1,1,0
amel,7,7,0
l'afrique du sud,3,3,0
colas,1,1,0
fh,1,1,0
😂😂😂😂😂😂😂😂 c’,1,1,0
merci pat,1,1,0
saint-pierre-et- miquelon,1,1,0
cour d'appel de paris,1,1,0
anpe,1,1,0
belle leçon,1,1,0
indiana jones,1,1,0
cena,1,1,0
lendl,1,1,0
martin niemöller,1,1,0
fantomas,2,2,0
😳😳,4,4,0
40ans,1,1,0
touffou,1,1,0
foi &amp,1,1,0
jean-mich,1,1,0
dom tom,1,1,0
raphaël arnaud,3,3,0
houssam al-majdalawi,1,1,0
putain,1,1,0
whouaaa,1,1,0
démago,1,1,0
يذكره,1,1,0
wikipedia,3,3,0
henin-beaumont,1,1,0
pvr,1,1,0
