lemma,left,right,log_ratio,abs_log_ratio
télévision,92,137,-0.5693656457,0.5693656457
sociologie,45,30,0.5693656457,0.5693656457
ete,45,30,0.5693656457,0.5693656457
hadith,45,30,0.5693656457,0.5693656457
ordonnance,42,28,0.5682837596,0.5682837596
solliciter,42,28,0.5682837596,0.5682837596
king,42,28,0.5682837596,0.5682837596
réputation,42,28,0.5682837596,0.5682837596
mc,28,42,-0.5682837596,0.5682837596
ressortissant,28,42,-0.5682837596,0.5682837596
✈,86,128,-0.5682837596,0.5682837596
préfet,82,55,0.5676845093,0.5676845093
métro,162,109,0.5673684407,0.5673684407
procès,402,271,0.5671731873,0.5671731873
montée,119,80,0.5670405927,0.5670405927
sceau,26,39,-0.5670405927,0.5670405927
laurence,26,39,-0.5670405927,0.5670405927
placement,39,26,0.5670405927,0.5670405927
sémite,26,39,-0.5670405927,0.5670405927
équilibré,26,39,-0.5670405927,0.5670405927
dent,103,153,-0.5663468226,0.5663468226
alain,103,153,-0.5663468226,0.5663468226
baigner,24,36,-0.5655971759,0.5655971759
déménager,24,36,-0.5655971759,0.5655971759
escalier,36,24,0.5655971759,0.5655971759
percuter,24,36,-0.5655971759,0.5655971759
géographie,36,24,0.5655971759,0.5655971759
nauséabonde,24,36,-0.5655971759,0.5655971759
venger,24,36,-0.5655971759,0.5655971759
loire,70,47,0.5647846188,0.5647846188
bosse,104,70,0.5644983982,0.5644983982
déplaise,45,67,-0.5639008852,0.5639008852
ferroviaire,33,22,0.5639008852,0.5639008852
une,22,33,-0.5639008852,0.5639008852
tome,33,22,0.5639008852,0.5639008852
rachat,33,22,0.5639008852,0.5639008852
port,114,169,-0.5639008852,0.5639008852
isoler,33,22,0.5639008852,0.5639008852
i,133,197,-0.5632674296,0.5632674296
vôtre,64,95,-0.5625946877,0.5625946877
😌,126,85,0.5624199321,0.5624199321
soft,30,20,0.5618788876,0.5618788876
algérien,440,650,-0.5618788876,0.5618788876
perturber,41,61,-0.5618788876,0.5618788876
opprimer,30,20,0.5618788876,0.5618788876
1️⃣,20,30,-0.5618788876,0.5618788876
at,30,20,0.5618788876,0.5618788876
sueur,20,30,-0.5618788876,0.5618788876
adolf,20,30,-0.5618788876,0.5618788876
réflexe,61,41,0.5618788876,0.5618788876
matin,824,558,0.5615458363,0.5615458363
dessiner,58,39,0.5607149545,0.5607149545
diversion,58,39,0.5607149545,0.5607149545
désirer,39,58,-0.5607149545,0.5607149545
radio,294,199,0.5607149545,0.5607149545
atrocité,58,39,0.5607149545,0.5607149545
pigeon,39,58,-0.5607149545,0.5607149545
gentil,157,232,-0.5604053965,0.5604053965
cap,114,77,0.5600878321,0.5600878321
cul,408,602,-0.560057159,0.560057159
diriger,229,338,-0.5596514122,0.5596514122
japon,75,111,-0.5594274086,0.5594274086
homo,37,55,-0.5594274086,0.5594274086
allier,132,195,-0.5594274086,0.5594274086
duc,18,27,-0.5594274086,0.5594274086
sommaire,27,18,0.5594274086,0.5594274086
allemagn,37,55,-0.5594274086,0.5594274086
concorde,18,27,-0.5594274086,0.5594274086
glorieux,18,27,-0.5594274086,0.5594274086
bassesse,18,27,-0.5594274086,0.5594274086
tite,18,27,-0.5594274086,0.5594274086
explosif,37,55,-0.5594274086,0.5594274086
honnêtement,83,56,0.5594274086,0.5594274086
consulat,18,27,-0.5594274086,0.5594274086
olive,27,18,0.5594274086,0.5594274086
sacrifié,18,27,-0.5594274086,0.5594274086
illégal,151,223,-0.5594274086,0.5594274086
nullité,37,55,-0.5594274086,0.5594274086
schizophrène,18,27,-0.5594274086,0.5594274086
débile,299,441,-0.5590838689,0.5590838689
julien,108,73,0.5587309591,0.5587309591
visite,214,145,0.5583682907,0.5583682907
expulsion,90,133,-0.5582945503,0.5582945503
cour,217,320,-0.5582451623,0.5582451623
constituer,107,158,-0.5579954531,0.5579954531
quiconque,35,52,-0.5579954531,0.5579954531
île,107,158,-0.5579954531,0.5579954531
marier,213,314,-0.557741032,0.557741032
référence,208,141,0.5576120126,0.5576120126
respectueux,52,77,-0.5574817643,0.5574817643
embrasser,52,77,-0.5574817643,0.5574817643
mali,77,52,0.5574817643,0.5574817643
climatique,305,207,0.5569481246,0.5569481246
participation,152,103,0.5569481246,0.5569481246
vibrer,24,16,0.5563933485,0.5563933485
dépassement,24,16,0.5563933485,0.5563933485
bassin,24,16,0.5563933485,0.5563933485
confort,67,99,-0.5563933485,0.5563933485
char,33,49,-0.5563933485,0.5563933485
noblesse,16,24,-0.5563933485,0.5563933485
victimair,16,24,-0.5563933485,0.5563933485
explos,16,24,-0.5563933485,0.5563933485
partial,16,24,-0.5563933485,0.5563933485
of,193,131,0.5555187228,0.5555187228
épargner,65,96,-0.5555187228,0.5555187228
régner,65,96,-0.5555187228,0.5555187228
camion,71,48,0.5552151573,0.5552151573
choquer,287,195,0.5552151573,0.5552151573
progresser,93,63,0.5545888517,0.5545888517
manu,63,93,-0.5545888517,0.5545888517
escalade,46,31,0.5545888517,0.5545888517
bachar,46,31,0.5545888517,0.5545888517
weekend,46,31,0.5545888517,0.5545888517
balader,31,46,-0.5545888517,0.5545888517
😐,31,46,-0.5545888517,0.5545888517
hier,836,569,0.5542657035,0.5542657035
paix,856,1257,-0.5537648128,0.5537648128
géopolitique,106,156,-0.5531537625,0.5531537625
surprise,244,166,0.5529336465,0.5529336465
lune,59,87,-0.552541023,0.552541023
réglementaire,14,21,-0.552541023,0.552541023
lycéen,44,65,-0.552541023,0.552541023
internaute,14,21,-0.552541023,0.552541023
décroissance,14,21,-0.552541023,0.552541023
loser,14,21,-0.552541023,0.552541023
illuminé,14,21,-0.552541023,0.552541023
rayonner,14,21,-0.552541023,0.552541023
denier,14,21,-0.552541023,0.552541023
anneau,14,21,-0.552541023,0.552541023
financent,14,21,-0.552541023,0.552541023
orléans,14,21,-0.552541023,0.552541023
donbas,14,21,-0.552541023,0.552541023
looser,29,43,-0.552541023,0.552541023
rageux,21,14,0.552541023,0.552541023
ahhh,21,14,0.552541023,0.552541023
abeille,21,14,0.552541023,0.552541023
formateur,21,14,0.552541023,0.552541023
consentement,87,59,0.552541023,0.552541023
rejouer,21,14,0.552541023,0.552541023
indirect,21,14,0.552541023,0.552541023
quinzaine,21,14,0.552541023,0.552541023
incliner,21,14,0.552541023,0.552541023
halloween,21,14,0.552541023,0.552541023
sectarisme,21,14,0.552541023,0.552541023
vaillant,21,14,0.552541023,0.552541023
électoral,192,282,-0.5522012056,0.5522012056
tragédie,57,84,-0.551409941,0.551409941
ca,1334,910,0.5513167828,0.5513167828
ineptie,42,62,-0.5510151688,0.5510151688
rsa,125,85,0.5510151688,0.5510151688
👀,330,225,0.5505084444,0.5505084444
nb,40,27,0.5501970826,0.5501970826
rapporter,111,163,-0.5501970826,0.5501970826
magistral,40,27,0.5501970826,0.5501970826
circuit,40,27,0.5501970826,0.5501970826
rapprochement,27,40,-0.5501970826,0.5501970826
whatsapp,40,27,0.5501970826,0.5501970826
inauguration,40,27,0.5501970826,0.5501970826
détour,40,27,0.5501970826,0.5501970826
enfer,208,305,-0.5500287106,0.5500287106
dévoiler,81,119,-0.549338591,0.549338591
idiot,269,394,-0.548893246,0.548893246
déclarer,267,391,-0.5486206537,0.5486206537
mêler,79,116,-0.5484366247,0.5484366247
😳,198,290,-0.5482507224,0.5482507224
numéro,290,198,0.5482507224,0.5482507224
pauvre,1032,1509,-0.5477082953,0.5477082953
comptabiliser,18,12,0.5474877953,0.5474877953
besançon,18,12,0.5474877953,0.5474877953
sncf,151,103,0.5474877953,0.5474877953
viscéral,18,12,0.5474877953,0.5474877953
temu,12,18,-0.5474877953,0.5474877953
tapin,12,18,-0.5474877953,0.5474877953
zelinski,12,18,-0.5474877953,0.5474877953
togolais,12,18,-0.5474877953,0.5474877953
repli,18,12,0.5474877953,0.5474877953
plaisanter,12,18,-0.5474877953,0.5474877953
profession,113,77,0.5474877953,0.5474877953
désespéré,25,37,-0.5474877953,0.5474877953
délation,12,18,-0.5474877953,0.5474877953
vrille,12,18,-0.5474877953,0.5474877953
pieux,18,12,0.5474877953,0.5474877953
please,18,12,0.5474877953,0.5474877953
lapin,38,56,-0.5474877953,0.5474877953
saccage,12,18,-0.5474877953,0.5474877953
traffic,12,18,-0.5474877953,0.5474877953
prétendu,25,37,-0.5474877953,0.5474877953
invivable,12,18,-0.5474877953,0.5474877953
syrien,64,94,-0.5474877953,0.5474877953
robin,12,18,-0.5474877953,0.5474877953
permanent,116,170,-0.5474877953,0.5474877953
inéluctable,12,18,-0.5474877953,0.5474877953
help,18,12,0.5474877953,0.5474877953
débarquement,12,18,-0.5474877953,0.5474877953
😷,12,18,-0.5474877953,0.5474877953
pouce,25,37,-0.5474877953,0.5474877953
titre,547,374,0.5472852976,0.5472852976
frapper,166,243,-0.5470330451,0.5470330451
détourner,297,203,0.5467431785,0.5467431785
homme,1818,2656,-0.5466526848,0.5466526848
fac,91,62,0.5462820326,0.5462820326
mentalité,91,62,0.5462820326,0.5462820326
industriel,125,183,-0.5462820326,0.5462820326
gosse,149,218,-0.5459683691,0.5459683691
mytho,72,49,0.5459683691,0.5459683691
toit,72,49,0.5459683691,0.5459683691
score,126,86,0.5457411909,0.5457411909
gâcher,53,36,0.5454341365,0.5454341365
prône,36,53,-0.5454341365,0.5454341365
bal,36,53,-0.5454341365,0.5454341365
abbé,36,53,-0.5454341365,0.5454341365
exiger,182,266,-0.5449960934,0.5449960934
continent,84,123,-0.5448053742,0.5448053742
spectaculaire,23,34,-0.5443205162,0.5443205162
lumineux,23,34,-0.5443205162,0.5443205162
contrôleur,34,23,0.5443205162,0.5443205162
historien,104,71,0.5443205162,0.5443205162
privé,174,119,0.5443205162,0.5443205162
moule,34,23,0.5443205162,0.5443205162
insultant,34,23,0.5443205162,0.5443205162
diplôme,85,58,0.5436217053,0.5436217053
représentation,85,58,0.5436217053,0.5436217053
récit,222,152,0.5435120572,0.5435120572
didier,34,50,-0.543142325,0.543142325
roule,66,45,0.5425272344,0.5425272344
seuil,66,45,0.5425272344,0.5425272344
affaiblir,56,82,-0.5421494172,0.5421494172
mainstream,67,98,-0.5418937788,0.5418937788
bureau,197,135,0.5418937788,0.5418937788
logement,344,236,0.5417093028,0.5417093028
échelon,10,15,-0.5405683814,0.5405683814
prisme,31,21,0.5405683814,0.5405683814
infonder,10,15,-0.5405683814,0.5405683814
imiter,21,31,-0.5405683814,0.5405683814
rgpd,15,10,0.5405683814,0.5405683814
mein,10,15,-0.5405683814,0.5405683814
mossad,31,21,0.5405683814,0.5405683814
difficulté,191,131,0.5405683814,0.5405683814
accro,10,15,-0.5405683814,0.5405683814
trumpist,15,10,0.5405683814,0.5405683814
épuiser,63,43,0.5405683814,0.5405683814
suspicion,10,15,-0.5405683814,0.5405683814
merder,15,10,0.5405683814,0.5405683814
ppe,10,15,-0.5405683814,0.5405683814
clap,15,10,0.5405683814,0.5405683814
complaisant,15,10,0.5405683814,0.5405683814
enterrement,21,31,-0.5405683814,0.5405683814
comparable,63,43,0.5405683814,0.5405683814
hold,15,10,0.5405683814,0.5405683814
islamophob,120,175,-0.5405683814,0.5405683814
incidence,10,15,-0.5405683814,0.5405683814
spd,10,15,-0.5405683814,0.5405683814
vinted,15,10,0.5405683814,0.5405683814
cell,15,10,0.5405683814,0.5405683814
humide,15,10,0.5405683814,0.5405683814
accouchement,15,10,0.5405683814,0.5405683814
endetter,32,47,-0.5405683814,0.5405683814
paumer,10,15,-0.5405683814,0.5405683814
lampe,10,15,-0.5405683814,0.5405683814
😙,10,15,-0.5405683814,0.5405683814
degueulasse,10,15,-0.5405683814,0.5405683814
gonfler,54,79,-0.5405683814,0.5405683814
cdt,10,15,-0.5405683814,0.5405683814
sidération,10,15,-0.5405683814,0.5405683814
